What happens if you configure the RIP process with the command <b>maximum-paths 1</b>?,"Setting the value to 1 disables ECMP, so that RIP places only the first-learned equal-metric route into the routing table.","CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22883127/,2019-02-09,9780134440903.jpg,,RIP
How do you modify the maximum paths value for RIP?,(config-router)# <b>maximum-paths</b> <i>number-of-paths</i>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22883091/,2019-02-09,9780134440903.jpg,19fig11.jpg,RIP
How can you configure all RIP enabled interfaces to be passive?,(config-router)# <b>passive-interface default</b>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22883028/,2019-02-09,9780134440903.jpg,,RIP
What happens when you use the <b>passive-interface</b> <i>interface</i> command when configuring RIP?,The RIP process will no longer sends RIP updates out that interface. RIP will still process any received updates and will still advertise about the connected subnet.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22883011/,2019-02-09,9780134440903.jpg,,RIP
How can you configure RIP to not send updates out an interface that has been matched by a <b>network</b> statement?,(config-router)# <b>passive-interface</b> <i>interface</i>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22882981/,2019-02-09,9780134440903.jpg,,RIP
How do you verify the RIP database?,R1# <b>show ip rip database</b>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22824003/,2019-02-08,9780134440903.jpg,19ex06.jpg,RIP
What's the default maximum-path value configured for RIP?,4,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823991/,2019-02-08,9780134440903.jpg,19ex05.jpg,RIP
Which code in the routing table identifies RIP learned routes?,R,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823969/,2019-02-08,9780134440903.jpg,19ex04.jpg,RIP
How do you verify all RIP learned routes in the routing table?,R1# <b>show ip route rip</b>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823957/,2019-02-08,9780134440903.jpg,19ex04.jpg,RIP
What's the default administrative distance of RIP?,120,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823962/,2019-02-08,9780134440903.jpg,19ex04.jpg,RIP
How do you disable RIPv1 and enable RIPv2?,(config-router)# <b>version 2</b>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823934/,2019-02-08,9780134440903.jpg,,RIP
What happens when you enable RIP on an interface?,The router sends routing updates out the interface.<br>The router listens for and processes incoming updates on that same interface.<br>The router advertises about the subnet connected to the interface.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823902/,2019-02-08,9780134440903.jpg,,RIP
How does the RIP <b>network</b> command work?,The network command takes one parameter: a classful IP network that identifies which interfaces RIP will be enabled on.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823817/,2019-02-08,9780134440903.jpg,19fig08.jpg,RIP
What's the destination address of RIPv2 updates?,224.0.0.9,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823705/,2019-02-08,9780134440903.jpg,,RIPv2
What's the longest valid route that can be used in a RIP network?,15 hops,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823698/,2019-02-08,9780134440903.jpg,,RIP
What's the infinite metric for RIP?,16,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823686/,2019-02-08,9780134440903.jpg,,RIP
What is route poisoning?,The practice of advertising a failed route with an <i>infinite</i> metric.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823667/,2019-02-08,9780134440903.jpg,19fig06.jpg,Routing
What's split horizon?,Never advertise a route out the same interface it was learned on.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823607/,2019-02-08,9780134440903.jpg,19fig05.jpg,Routing
Describe the concept of distance vector routing protocols,"The routers learn three important facts related to each route: the destination subnet, the distance (that is, the routing protocol metric), and the vector (that is, the link and next-hop router to use as part of that route).","CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823545/,2019-02-08,9780134440903.jpg,19fig03.jpg,Routing
Which category of routing algorithms does RIP belong to?,Distance vector,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823522/,2019-02-08,9780134440903.jpg,,RIP
RIP uses what metric?,Hop count,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823511/,2019-02-08,9780134440903.jpg,,RIP
What's convergence time?,How long it takes for all routers to learn about a change in the network and update their IPv4 routing tables,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823497/,2019-02-08,9780134440903.jpg,,Routing
What are the two main categories of routing protocol algorithms?,Distance vector (DV) and Link State (LS),"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823485/,2019-02-08,9780134440903.jpg,,Routing
What's the IPv6 version of RIP called?,RIP next generation (RIPng),"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823416/,2019-02-08,9780134440903.jpg,,RIPng
What does RIP stand for in the context of routing?,Routing Information Protocol (RIP),"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 19. Learning IPv4 Routes with RIPv2,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch19.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22823402/,2019-02-08,9780134440903.jpg,,RIP
What is Carrier Grade NAT (CGN)?,"With CGN, instead of giving user networks their own public IPv4 addresses, a user’s private IPv4 address is translated using NAT to another private IPv4 address to connect to its provider’s network. The ISP typically uses an RFC 6598 address","IPv6 Fundamentals: A Straightforward Approach to Understanding IPv6, 2nd Edition",Rick Graziani,Chapter 1. Introduction to IPv6,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/ch01.html,https://www.safaribooksonline.com/a/ipv6-fundamentals-a/22793484/,2019-02-07,9780134670584.jpg,01fig04.jpg,IPv4 NAT
"RFC 6598, IANA-Reserved IPv4 Prefix for Shared Address Space",100.64.0.0/10,"IPv6 Fundamentals: A Straightforward Approach to Understanding IPv6, 2nd Edition",Rick Graziani,Chapter 1. Introduction to IPv6,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/ch01.html,https://www.safaribooksonline.com/a/ipv6-fundamentals-a/22793337/,2019-02-07,9780134670584.jpg,01fig04.jpg,IPv4
What is it called when a device is running both the IPv4 and IPv6 protocols at the same time?,This is known as <b>dual stack</b>,"IPv6 Fundamentals: A Straightforward Approach to Understanding IPv6, 2nd Edition",Rick Graziani,Chapter 1. Introduction to IPv6,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/ch01.html,https://www.safaribooksonline.com/a/ipv6-fundamentals-a/22757683/,2019-02-06,9780134670584.jpg,,IPv6
What's the size of the IPv6 address space?,<b>2<sup>128</sup></b>,"IPv6 Fundamentals: A Straightforward Approach to Understanding IPv6, 2nd Edition",Rick Graziani,Chapter 1. Introduction to IPv6,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/,https://www.safaribooksonline.com/library/view/ipv6-fundamentals-a/9780134670584/ch01.html,https://www.safaribooksonline.com/a/ipv6-fundamentals-a/22757565/,2019-02-06,9780134670584.jpg,,IPv6
What's a floating static route?,A floating static route floats or moves into and out of the IP routing table depending on whether the better (lower) administrative distance route learned by the routing protocol happens to exist currently.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22757025/,2019-02-06,9780134440903.jpg,,Routing
What's the administrative distance of a static route by default?,1,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22756993/,2019-02-06,9780134440903.jpg,,Routing
How can you keep a static route in the routing table even if the next hop IP or outgoing interface is unreachable?,By adding the <b>permanent</b> keyword,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22756975/,2019-02-06,9780134440903.jpg,18ex10.jpg,Routing
Which command is used to enable 802.1Q tagging on a subinterface?,(config-if)# <b>encapsulation dot1q</b> <i>vlan_id</i>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22756875/,2019-02-06,9780134440903.jpg,18ex03.jpg,IOS VLAN
Verify the ARP table,show ip arp,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22756840/,2019-02-06,9780134440903.jpg,18ex02.jpg,ARP
Which command is used to create static routes?,The <b>ip route</b> global configuration command,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 18. Configuring IPv4 Addresses and Static Routes,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch18.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22756798/,2019-02-06,9780134440903.jpg,424pro01.jpg,IOS Routing
What is the job of the <b>bandwith</b> command?,The <b>bandwidth</b> command is only there to communicate the speed of the interface to higher level protocols. It does not affect the actual speed of the interface.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 17. Operating Cisco Routers,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch17.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22679986/,2019-02-05,9780134440903.jpg,,IOS
What's the purpose of the Aux port on a Cisco router?,The Aux port typically serves as a means to make a phone call to connect into the router to issue commands from the CLI.,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 17. Operating Cisco Routers,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch17.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22679824/,2019-02-05,9780134440903.jpg,17fig03.jpg,Cisco
What's the job of the <b>clock rate</b> command?,This command tells that router the speed at which to transmit bits on a serial link,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 17. Operating Cisco Routers,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch17.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22679777/,2019-02-05,9780134440903.jpg,17fig07.jpg,WAN
Formula to calculate the number of hosts per IPv4 network,<b>2<sup>H</sup> – 2</b>,"CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 14. Analyzing Classful IPv4 Networks,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch14.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22673533/,2019-02-05,9780134440903.jpg,,IPv4
What does the counter <b>runts</b> mean when running the command <b>show interfaces</b>?,"Frames that did not meet the minimum frame size requirement (64 bytes, including the 18-byte destination MAC, source MAC, type, and FCS).","CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 12. Troubleshooting Ethernet LANs,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch12.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22626664/,2019-02-04,9780134440903.jpg,12ex03.jpg,Ethernet Switching
What does the counter <b>giants</b> mean when running the command <b>show interfaces</b>?,"Frames that exceed the maximum frame size requirement (1518 bytes, including the 18-byte destination MAC, source MAC, type, and FCS).","CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 12. Troubleshooting Ethernet LANs,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch12.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22626676/,2019-02-04,9780134440903.jpg,12ex03.jpg,Ethernet Switching
What does the counter <b>late collisions</b> mean when running the command <b>show interfaces</b>?,"The subset of all collisions that happen after the 64th byte of the frame has been transmitted. (In a properly working Ethernet LAN, collisions should occur within the first 64 bytes; late collisions today often point to a duplex mismatch.)","CCENT/CCNA ICND1 100-105 Official Certification Guide, First Edition",Wendell Odom,Chapter 12. Troubleshooting Ethernet LANs,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/,https://www.safaribooksonline.com/library/view/ccentccna-icnd1-100-105/9780134440903/ch12.html,https://www.safaribooksonline.com/a/ccentccna-icnd1-100-105/22626742/,2019-02-04,9780134440903.jpg,12ex03.jpg,Ethernet
